faiss_id,entity,label,type
514,reo:cepernich-cristopher,CEPERNICH Cristopher,foaf:Person
515,reo:cerquitelli-tania,CERQUITELLI Tania,foaf:Person
516,reo:cerrato-giuseppina,CERRATO Giuseppina,foaf:Person
517,reo:cerrato-stefano,CERRATO Stefano,foaf:Person
518,reo:cerrato-valentina,CERRATO VALENTINA,foaf:Person
519,reo:cerruti-tanja,CERRUTI Tanja,foaf:Person
520,reo:cerruti-umberto,CERRUTI Umberto,foaf:Person
521,reo:cerutti-monica,CERUTTI Monica,foaf:Person
522,reo:chatellair-maeve,CHATELLAIR Maeve,foaf:Person
523,reo:chiabrando-deborah,CHIABRANDO Deborah,foaf:Person
524,reo:chiais-eleonora,CHIAIS Eleonora,foaf:Person
525,reo:chiara-braghin,Chiara-Braghin,foaf:Person
526,reo:chiara-martina,CHIARA MARTINA,foaf:Person
527,reo:chiaudano-valentina,CHIAUDANO VALENTINA,foaf:Person
528,reo:chiavazza-paola-maria,CHIAVAZZA Paola Maria,foaf:Person
529,reo:chiavistelli-antonio,CHIAVISTELLI Antonio,foaf:Person
530,reo:chicco-jessica-maria,CHICCO Jessica Maria,foaf:Person
531,reo:chierchiello-elisa,CHIERCHIELLO ELISA,foaf:Person
532,reo:chierotti-michele-remo,CHIEROTTI Michele Remo,foaf:Person
533,reo:chiesa-francesco,CHIESA Francesco,foaf:Person
534,reo:chiesa-giorgio,CHIESA Giorgio,foaf:Person
535,reo:chiesa-ilaria,CHIESA ILARIA,foaf:Person
536,reo:chiesa-mario,CHIESA Mario,foaf:Person
537,reo:chinaglia-alessandro,CHINAGLIA ALESSANDRO,foaf:Person
538,reo:chinaglia-giulia,CHINAGLIA Giulia,foaf:Person
539,reo:chiodelli-francesco,CHIODELLI Francesco,foaf:Person
540,reo:chiosso-michela,CHIOSSO Michela,foaf:Person
541,reo:chmet-federico,CHMET Federico,foaf:Person
542,reo:christian-lengauer,Christian-Lengauer,foaf:Person
543,reo:christian-perez,Christian-Perez,foaf:Person
544,reo:christian-pérez,Christian-Pérez,foaf:Person
545,reo:ciardo,CIARDO,foaf:Person
546,reo:ciatti-caimi-alessandro,CIATTI CAIMI Alessandro,foaf:Person
547,reo:cicchella-attilio,CICCHELLA Attilio,foaf:Person
548,reo:cicillini-stefania,CICILLINI STEFANIA,foaf:Person
549,reo:cicolin-alessandro,CICOLIN Alessandro,foaf:Person
550,reo:cignarella-alessandra-teresa,CIGNARELLA ALESSANDRA TERESA,foaf:Person
551,reo:cilli-cristina,CILLI Cristina,foaf:Person
552,reo:cinato-lucia,CINATO Lucia,foaf:Person
553,reo:ciorli-tommaso,CIORLI TOMMASO,foaf:Person
554,reo:ciravegna-fabio,CIRAVEGNA Fabio,foaf:Person
555,reo:circosta-paola,CIRCOSTA Paola,foaf:Person
556,reo:cirio-roberto,CIRIO Roberto,foaf:Person
557,reo:cisi-maurizio,CISI Maurizio,foaf:Person
558,reo:cittadino-antonio,CITTADINO Antonio,foaf:Person
559,reo:ciuffo-marina,CIUFFO MARINA,foaf:Person
560,reo:civalleri-bartolomeo,CIVALLERI Bartolomeo,foaf:Person
561,reo:civera-chiara,CIVERA Chiara,foaf:Person
562,reo:civra-andrea,CIVRA Andrea,foaf:Person
563,reo:clara-marco,CLARA Marco,foaf:Person
564,reo:clari-marco,CLARI Marco,foaf:Person
565,reo:claudia-picardi,Claudia PICARDI,foaf:Person
566,reo:claudia-sagastizabal,Claudia-Sagastizabal,foaf:Person
