faiss_id,entity,label,type
460,reo:valentina-gliozzi,Valentina-Gliozzi,foaf:Person
461,reo:paul-fleming,Paul-Fleming,foaf:Person
462,reo:rosa-meo,Rosa-Meo,foaf:Person
463,reo:mori-a,MORI-A,foaf:Person
464,reo:stefan-weinzierl,Stefan-Weinzierl,foaf:Person
465,reo:lea-terracini,Lea-Terracini,foaf:Person
466,reo:alessandro-ricci,Alessandro-Ricci,foaf:Person
467,reo:droste-m,DROSTE-M,foaf:Person
468,reo:balossino-n,BALOSSINO-N,foaf:Person
469,reo:steffen-van-bakel,Steffen-van-Bakel,foaf:Person
470,reo:luca-scarponi,Luca-Scarponi,foaf:Person
471,reo:mario-gai,MARIO-GAI,foaf:Person
472,reo:veronese-s,Veronese-S,foaf:Person
